DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:34:19";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:45:50";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:45:56";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:45:56";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:46:06";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:46:12";}
DELETE FROM `products` WHERE `p_id` = ? LIMIT 1|a:1:{i:0;s:1:"8";}
DELETE FROM `product_to_store` WHERE `product_id` = ?|a:1:{i:0;s:1:"8";}
DELETE FROM `product_images` WHERE `product_id` = ?|a:1:{i:0;s:1:"8";}
INSERT INTO `language_translations` (lang_id, lang_key) VALUES(?, ?)|a:2:{i:0;i:7;i:1;s:11:"text_delete";}
DELETE FROM `products` WHERE `p_id` = ? LIMIT 1|a:1:{i:0;s:1:"7";}
DELETE FROM `product_to_store` WHERE `product_id` = ?|a:1:{i:0;s:1:"7";}
DELETE FROM `product_images` WHERE `product_id` = ?|a:1:{i:0;s:1:"7";}
DELETE FROM `products` WHERE `p_id` = ? LIMIT 1|a:1:{i:0;s:1:"4";}
DELETE FROM `product_to_store` WHERE `product_id` = ?|a:1:{i:0;s:1:"4";}
DELETE FROM `product_images` WHERE `product_id` = ?|a:1:{i:0;s:1:"4";}
DELETE FROM `products` WHERE `p_id` = ? LIMIT 1|a:1:{i:0;s:1:"9";}
DELETE FROM `product_to_store` WHERE `product_id` = ?|a:1:{i:0;s:1:"9";}
DELETE FROM `product_images` WHERE `product_id` = ?|a:1:{i:0;s:1:"9";}
DELETE FROM `products` WHERE `p_id` = ? LIMIT 1|a:1:{i:0;s:1:"6";}
DELETE FROM `product_to_store` WHERE `product_id` = ?|a:1:{i:0;s:1:"6";}
DELETE FROM `product_images` WHERE `product_id` = ?|a:1:{i:0;s:1:"6";}
DELETE FROM `products` WHERE `p_id` = ? LIMIT 1|a:1:{i:0;s:1:"5";}
DELETE FROM `product_to_store` WHERE `product_id` = ?|a:1:{i:0;s:1:"5";}
DELETE FROM `product_images` WHERE `product_id` = ?|a:1:{i:0;s:1:"5";}
DELETE FROM `products` WHERE `p_id` = ? LIMIT 1|a:1:{i:0;s:1:"3";}
DELETE FROM `product_to_store` WHERE `product_id` = ?|a:1:{i:0;s:1:"3";}
DELETE FROM `product_images` WHERE `product_id` = ?|a:1:{i:0;s:1:"3";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:46:12";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:46:16";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:46:17";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:46:26";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:46:31";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:46:32";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:46:41";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:46:45";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:46:45";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:46:53";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:46:54";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:46:58";}
UPDATE `customer_to_store` SET `balance` = `balance` + 0, `due` = `due` + 0 WHERE `customer_id` = ? AND `store_id` = ?|a:2:{i:0;s:1:"1";i:1;i:1;}
UPDATE `customer_transactions` SET `customer_id` = ? WHERE `customer_id` = ?|a:2:{i:0;s:1:"1";i:1;s:1:"6";}
UPDATE `gift_cards` SET `customer_id` = ? WHERE `customer_id` = ?|a:2:{i:0;s:1:"1";i:1;s:1:"6";}
UPDATE `holding_info` SET `customer_id` = ? WHERE `customer_id` = ?|a:2:{i:0;s:1:"1";i:1;s:1:"6";}
UPDATE `quotation_info` SET `customer_id` = ? WHERE `customer_id` = ?|a:2:{i:0;s:1:"1";i:1;s:1:"6";}
UPDATE `returns` SET `customer_id` = ? WHERE `customer_id` = ?|a:2:{i:0;s:1:"1";i:1;s:1:"6";}
UPDATE `selling_info` SET `customer_id` = ? WHERE `customer_id` = ?|a:2:{i:0;s:1:"1";i:1;s:1:"6";}
UPDATE `sell_logs` SET `customer_id` = ? WHERE `customer_id` = ?|a:2:{i:0;s:1:"1";i:1;s:1:"6";}
UPDATE `customer_transactions` SET `customer_id` = ? WHERE `customer_id` = ?|a:2:{i:0;s:1:"1";i:1;s:1:"6";}
DELETE FROM `customers` WHERE `customer_id` = ? LIMIT 1|a:1:{i:0;s:1:"6";}
DELETE FROM `customer_to_store` WHERE `customer_id` = ?|a:1:{i:0;s:1:"6";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:46:58";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:47:06";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:47:23";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:47:24";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:47:24";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:47:27";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:48:16";}
INSERT INTO `products` (p_type, p_name, p_code, hsn_code, barcode_symbology, category_id, unit_id, p_image, description,discount) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?)|a:10:{i:0;s:8:"standard";i:1;s:9:"Coca Cola";i:2;s:8:"08385163";i:3;N;i:4;s:7:"code128";i:5;s:1:"1";i:6;s:1:"2";i:7;s:0:"";i:8;s:0:"";i:9;s:1:"0";}
INSERT INTO `product_to_store` SET `product_id` = ?, `store_id` = ?, `purchase_price` = ?, `sell_price` = ?, `sup_id` = ?, `brand_id` = ?, `box_id` = ?, `taxrate_id` = ?, `tax_method` = ?, `preference` = ?, `e_date` = ?, `alert_quantity` = ?, `p_date` = ?|a:13:{i:0;s:2:"10";i:1;s:1:"1";i:2;s:0:"";i:3;s:5:"15000";i:4;s:1:"1";i:5;s:1:"1";i:6;s:1:"1";i:7;s:1:"1";i:8;s:9:"inclusive";i:9;s:6:"a:0:{}";i:10;s:10:"2021-12-13";i:11;s:2:"10";i:12;s:10:"2020-12-13";}
UPDATE `product_to_store` SET `status` = ? WHERE `store_id` = ? AND `product_id` = ?|a:3:{i:0;i:1;i:1;i:1;i:2;s:2:"10";}
UPDATE `product_to_store` SET `sort_order` = ? WHERE `store_id` = ? AND `product_id` = ?|a:3:{i:0;i:0;i:1;i:1;i:2;s:2:"10";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:48:21";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:48:22";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:48:35";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:50:01";}
INSERT INTO `purchase_item` (invoice_id, store_id, item_id, category_id, brand_id, item_name, item_purchase_price, item_selling_price, item_quantity, status, item_total, item_tax, tax_method, tax, gst, cgst, sgst, igst) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)|a:18:{i:0;s:5:"B1515";i:1;i:1;i:2;s:2:"10";i:3;s:1:"1";i:4;i:1;i:5;s:9:"Coca Cola";i:6;s:5:"13000";i:7;s:5:"15000";i:8;s:2:"10";i:9;s:6:"active";i:10;d:130000;i:11;s:8:"24700.00";i:12;s:9:"inclusive";i:13;s:7:"19.0000";i:14;s:7:"19.0000";i:15;i:0;i:16;i:0;i:17;s:8:"24700.00";}
UPDATE `product_to_store` SET `purchase_price` = ?, `sell_price` = ?, `quantity_in_stock` = `quantity_in_stock` + 10 WHERE `product_id` = ? AND `store_id` = ?|a:4:{i:0;s:5:"13000";i:1;s:5:"15000";i:2;s:2:"10";i:3;i:1;}
INSERT INTO `purchase_info` (invoice_id, store_id, sup_id, total_item, purchase_note, attachment, shipping_status, created_by, purchase_date, created_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?)|a:10:{i:0;s:5:"B1515";i:1;i:1;i:2;s:1:"1";i:3;i:1;i:4;s:0:"";i:5;s:0:"";i:6;s:8:"received";i:7;i:1;i:8;s:19:"2020-12-13 00:00:00";i:9;s:19:"2020-12-13 23:50:01";}
INSERT INTO `purchase_price` (invoice_id, store_id, subtotal, discount_type, discount_amount, shipping_type, shipping_amount, others_charge, item_tax, order_tax, cgst, sgst, igst, payable_amount, paid_amount, due, balance) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)|a:17:{i:0;s:5:"B1515";i:1;i:1;i:2;s:6:"130000";i:3;s:5:"plain";i:4;s:1:"0";i:5;s:5:"plain";i:6;s:1:"0";i:7;s:1:"0";i:8;s:8:"24700.00";i:9;d:10530;i:10;i:0;i:11;i:0;i:12;d:35230;i:13;s:6:"140530";i:14;s:6:"140530";i:15;s:1:"0";i:16;s:1:"0";}
INSERT INTO `purchase_payments` (store_id, invoice_id, pmethod_id, note, amount, total_paid, balance, created_by, created_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?)|a:9:{i:0;i:1;i:1;s:5:"B1515";i:2;s:1:"1";i:3;s:0:"";i:4;s:6:"140530";i:5;s:6:"140530";i:6;s:1:"0";i:7;i:1;i:8;s:19:"2020-12-13 23:50:01";}
UPDATE `purchase_info` SET `checkout_status` = ? WHERE `invoice_id` = ? AND `store_id` = ?|a:3:{i:0;i:1;i:1;s:5:"B1515";i:2;i:1;}
INSERT INTO `purchase_logs` (sup_id, reference_no, type, pmethod_id, description, amount, store_id, ref_invoice_id, created_by, created_at) VALUES (?,?,?,?,?,?,?,?,?,?)|a:10:{i:0;s:1:"1";i:1;s:14:"CT201213100001";i:2;s:8:"purchase";i:3;s:1:"1";i:4;s:17:"Pagado al comprar";i:5;s:6:"140530";i:6;i:1;i:7;s:5:"B1515";i:8;i:1;i:9;s:19:"2020-12-13 23:50:01";}
UPDATE `purchase_info` SET `payment_status` = ? WHERE `invoice_id` = ? AND `store_id` = ?|a:3:{i:0;s:4:"paid";i:1;s:5:"B1515";i:2;i:1;}
INSERT INTO `bank_transaction_info` (store_id, account_id, exp_category_id, ref_no, invoice_id, transaction_type, title, details, image, created_by, created_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)|a:11:{i:0;i:1;i:1;i:1;i:2;N;i:3;s:2:"W1";i:4;s:5:"B1515";i:5;s:8:"withdraw";i:6;s:31:"Débito por compra de productos";i:7;s:20:"Proveedor: Proveedor";i:8;s:4:"NULL";i:9;i:1;i:10;s:19:"2020-12-13 23:50:01";}
INSERT INTO `bank_transaction_price` (store_id, info_id, ref_no, amount) VALUES (?, ?, ?, ?)|a:4:{i:0;i:1;i:1;s:3:"211";i:2;s:2:"W1";i:3;s:6:"140530";}
UPDATE `bank_account_to_store` SET `withdraw` = `withdraw` + 140530 WHERE `store_id` = ? AND `account_id` = ?|a:2:{i:0;i:1;i:1;i:1;}
UPDATE `bank_accounts` SET `total_deposit` = `total_deposit` + 140530 WHERE `id` = ?|a:1:{i:0;i:1;}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:50:01";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:50:19";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:50:20";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:50:20";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:50:23";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:50:29";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:50:30";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:50:30";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:50:53";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:51:04";}
DELETE FROM `login_logs` WHERE `created_at` < ?|a:1:{i:0;s:19:"2020-11-13 23:51:07";}
UPDATE `purchase_item` SET `total_sell` = `total_sell` + 1 WHERE `store_id` = ? AND `item_id` = ? AND `status` = ?|a:3:{i:0;i:1;i:1;s:2:"10";i:2;s:6:"active";}
INSERT INTO `selling_item` (invoice_id, store_id, item_id, category_id, brand_id, sup_id, item_name, item_purchase_price, item_price, item_discount, item_tax, tax_method, taxrate_id, tax, gst, cgst, sgst, igst, item_quantity, item_total, purchase_invoice_id) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)|a:21:{i:0;s:9:"FAC100061";i:1;i:1;i:2;s:2:"10";i:3;s:1:"1";i:4;i:1;i:5;s:1:"1";i:6;s:9:"Coca Cola";i:7;d:13000;i:8;s:8:"15000.00";i:9;i:0;i:10;d:2850;i:11;s:9:"inclusive";i:12;i:1;i:13;s:7:"19.0000";i:14;s:7:"19.0000";i:15;d:1425;i:16;d:1425;i:17;i:0;i:18;s:1:"1";i:19;s:8:"15000.00";i:20;s:5:"B1515";}
UPDATE `product_to_store` SET `quantity_in_stock` = `quantity_in_stock` - 1 WHERE `store_id` = ? AND `product_id` = ?|a:2:{i:0;i:1;i:1;s:2:"10";}
INSERT INTO `selling_info` (invoice_id, store_id, customer_id, customer_mobile, invoice_note, total_items, payment_status, is_installment, created_by, created_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?)|a:10:{i:0;s:9:"FAC100061";i:1;i:1;i:2;s:1:"1";i:3;s:0:"";i:4;s:0:"";i:5;i:1;i:6;s:4:"paid";i:7;s:1:"0";i:8;i:1;i:9;s:19:"2020-12-13 23:51:07";}
INSERT INTO `selling_price` (invoice_id, store_id, subtotal, discount_type, discount_amount, interest_amount, interest_percentage, item_tax, order_tax, cgst, sgst, igst, total_purchase_price, shipping_type, shipping_amount, others_charge, previous_due, payable_amount, paid_amount, due, prev_due_paid, profit, balance) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)|a:23:{i:0;s:9:"FAC100061";i:1;i:1;i:2;s:5:"15000";i:3;s:5:"plain";i:4;s:1:"0";i:5;i:0;i:6;i:0;i:7;d:2850;i:8;s:1:"0";i:9;d:1425;i:10;d:1425;i:11;i:0;i:12;d:13000;i:13;s:5:"plain";i:14;i:0;i:15;i:0;i:16;i:0;i:17;i:17250;i:18;s:5:"17250";i:19;i:0;i:20;i:0;i:21;d:2000;i:22;i:0;}
UPDATE `invoice_resolution` SET `consecutive` = `consecutive`+1 WHERE `store_id` = ?|a:1:{i:0;i:1;}
